contigName	contigLen	totalAvgDepth	L1.sorted.bam	L1.sorted.bam-var	L2.sorted.bam	L2.sorted.bam-var	L3.sorted.bam	L3.sorted.bam-var	P1.sorted.bam	P1.sorted.bam-var	P2.sorted.bam	P2.sorted.bam-var	P3.sorted.bam	P3.sorted.bam-var
NODE_143_length_42794_cov_4.89644_ID_23939401	42794	0.698785	0.413188	0.42652	0.156528	0.172488	0.00461964	0.00459284	0.0828956	0.0913435	0.0388331	0.0407795	0.0027202	0.00454047
NODE_144_length_42481_cov_26.0826_ID_23914329	42481	4.32492	1.13272	1.08927	0.990149	1.02418	1.10163	1.20196	0.00385061	0.00478126	0.325719	0.331387	0.770854	0.73384
NODE_145_length_42411_cov_30.2971_ID_32171716	42411	4.21277	0.0254372	0.026596	0.0345945	0.0334069	0.015144	0.0158222	0.551241	0.563544	2.16914	2.26343	1.41722	1.6321
NODE_146_length_42312_cov_271.8_ID_23930453	42312	201.591	41.056	58.9164	42.9254	55.2172	41.1675	57.3637	24.6472	34.6843	25.5718	30.3179	26.2234	34.2283
NODE_147_length_42164_cov_297.21_ID_23912970	42164	205.454	42.4226	69.0276	43.4042	60.6578	42.932	58.7084	24.1015	29.9678	25.8441	30.6937	26.7495	36.2547
NODE_148_length_42079_cov_4.86553_ID_29914231	42079	0.673281	0.469317	0.529047	0.0858833	0.100941	0.0121634	0.0140175	0.0851916	0.0895464	0.0175773	0.0181716	0.00314818	0.0040475
NODE_149_length_41824_cov_4.03124_ID_25386962	41824	0.706964	0.0722273	0.0731885	0.122067	0.127502	0.0940155	0.0880673	0.13596	0.140545	0.0553583	0.0717808	0.227336	0.259354
NODE_150_length_41500_cov_28.5589_ID_23926802	41500	4.52897	0.00730351	0.00725404	0.0437001	0.0507614	0.00730351	0.01175	0.64399	0.634321	2.19105	2.21892	1.63562	1.82481
NODE_151_length_41493_cov_4.66075_ID_29891140	41493	0.691024	0.434971	0.506424	0.103427	0.103178	0.00873183	0.0134917	0.104661	0.0984177	0.0373945	0.0370047	0.00183828	0.00183443
NODE_152_length_41443_cov_3.79335_ID_23987176	41443	0.652193	0.138837	0.158927	0.146732	0.140863	0.102172	0.0924589	0.0737897	0.0724638	0.0228368	0.023254	0.167825	0.174542
NODE_153_length_41426_cov_4.03261_ID_23970485	41426	0.675211	0.136278	0.143043	0.108077	0.135969	0.113965	0.10594	0.0584843	0.0671788	0.0489389	0.046581	0.209468	0.218517
NODE_154_length_41249_cov_149.981_ID_31104753	41249	23.0919	5.33882	5.75513	7.02	7.09595	6.41028	8.37496	2.35183	2.72168	1.15833	1.29684	0.812696	1.0755
NODE_155_length_40610_cov_3.69705_ID_23942348	40610	0.719748	0.0940435	0.111163	0.120687	0.12306	0.0759021	0.0710953	0.165546	0.155123	0.0751607	0.0793751	0.188408	0.16886
NODE_156_length_40409_cov_5.19572_ID_23922471	40409	0.764376	0.147719	0.161152	0.146824	0.141377	0.067339	0.0628032	0.130952	0.142886	0.261954	0.267185	0.00958792	0.0104896
NODE_157_length_40291_cov_4.55233_ID_29995936	40291	0.746768	0.4325	0.462715	0.105428	0.12337	0.020702	0.0213193	0.129792	0.15712	0.0526893	0.0565246	0.00565507	0.0119503
NODE_158_length_40231_cov_28.2932_ID_32345639	40231	4.38055	0.0300891	0.036746	0.030114	0.0291981	0	0	0.613682	0.657433	2.34944	3.01168	1.35723	1.21233
NODE_159_length_40149_cov_32.5587_ID_23935657	40149	4.73822	0.0725518	0.0797571	0.0446511	0.0862901	0.0150754	0.0148425	0.720043	0.744518	2.32531	2.83	1.56059	1.58529
NODE_160_length_39726_cov_298.357_ID_32305401	39726	213.437	43.7315	281.498	44.0571	287.914	43.6628	222.362	26.64	102.093	26.9496	88.9678	28.396	103.676
NODE_161_length_39473_cov_274.993_ID_32073199	39473	204.557	41.3109	66.4054	42.7301	61.5985	43.8725	70.7093	24.265	31.4823	25.7994	31.8871	26.5792	35.6643
NODE_162_length_39386_cov_4.77598_ID_23930120	39386	0.692119	0.51807	0.543958	0.0815068	0.0758583	0.00101947	0.00101809	0.0537771	0.0530421	0.0361148	0.0348045	0.00163116	0.0016289
NODE_163_length_39325_cov_292.173_ID_24146609	39325	198.531	41.3994	136.022	41.6177	142.513	41.0291	139.775	23.9589	54.3513	24.3944	72.4231	26.1315	56.1749
NODE_164_length_39303_cov_26.6376_ID_23921446	39303	4.40357	0.0461778	0.0440409	0.0577223	0.0629039	0	0	0.644267	0.700626	2.15363	2.01664	1.50178	1.79584
NODE_165_length_39300_cov_22.5097_ID_32427075	39300	3.45183	0.467254	0.483066	0.553359	0.571695	0.328404	0.30547	0.614687	0.610472	1.32097	1.45765	0.167152	0.178513
NODE_166_length_39100_cov_4.69668_ID_27279709	39100	0.723928	0.39163	0.395567	0.148524	0.151082	0.0255712	0.0307792	0.106187	0.111983	0.0501669	0.0712501	0.00184852	0.00281782
NODE_167_length_38970_cov_3.95112_ID_23958995	38970	0.667208	0.0541216	0.0511938	0.0600721	0.056493	0.0215353	0.0271537	0.223004	0.255081	0.184493	0.196262	0.123982	0.128899
NODE_168_length_38936_cov_271.744_ID_23996461	38936	207.612	42.9078	61.9142	42.6878	62.0947	43.5796	58.7514	25.0108	31.504	26.1876	28.1249	27.239	37.2212
NODE_169_length_38902_cov_29.3462_ID_23919683	38902	4.63692	0.031121	0.0456939	0.0155347	0.0152963	0.0272502	0.0288218	0.783805	0.805081	2.38001	2.73695	1.39921	1.48085
NODE_170_length_38782_cov_344.803_ID_23920692	38782	224.735	45.9287	1308.16	46.7125	1457.91	46.3232	1358.93	27.5465	463.202	29.2053	485.95	29.0185	493.418
NODE_171_length_38614_cov_3.6024_ID_23980096	38614	0.580985	0.000493968	0.0004937	0.0062916	0.00827767	0.00322379	0.00913986	0.420081	0.408423	0.138415	0.139216	0.0124792	0.0154511
NODE_172_length_38474_cov_22.9637_ID_29960776	38474	3.30947	0.567269	0.565401	0.461199	0.486869	0.265839	0.288336	0.586343	0.563335	1.32927	1.42213	0.099546	0.0993949
NODE_173_length_37935_cov_34.7549_ID_23982393	37935	4.2709	0.0369459	0.0419134	0.0488289	0.050187	0.00396983	0.00395389	0.629139	0.743912	2.18219	2.31756	1.36983	1.41072
NODE_174_length_37658_cov_30.0745_ID_23941749	37658	4.48734	0.0171163	0.017842	0.0320732	0.0368288	0.0182094	0.0241015	0.686334	0.765934	2.13197	2.4888	1.60163	1.67512
NODE_175_length_37549_cov_4.72481_ID_30143124	37549	0.669938	0.415599	0.416589	0.0948688	0.0908097	0.0142785	0.0140696	0.093211	0.0867876	0.0492794	0.046863	0.00270061	0.00477723
NODE_176_length_37493_cov_3.73156_ID_23959430	37493	0.666042	0.145382	0.184973	0.109847	0.113922	0.104839	0.107662	0.0524864	0.055402	0.0424711	0.0462479	0.211017	0.225327
NODE_177_length_37290_cov_24.1114_ID_26725940	37290	3.97956	0.832579	0.874559	0.862816	1.10778	0.975552	1.07606	0.337938	0.348316	0.18608	0.201789	0.784599	0.738946
NODE_178_length_37027_cov_5.11271_ID_25118284	37027	0.863194	0.529571	0.538456	0.141497	0.152438	0.000921984	0.000921055	0.125173	0.138764	0.0618272	0.0600013	0.00420316	0.00635304
NODE_179_length_36938_cov_285.7_ID_23910695	36938	204.875	41.4981	79.7277	42.0683	68.8697	43.1011	82.0668	24.3705	37.5753	25.8779	38.6306	27.9595	43.6632
NODE_180_length_36921_cov_27.8744_ID_23918188	36921	4.55378	0.0180577	0.0177258	0.00821299	0.00814249	0.00788665	0.0157109	0.691306	0.698672	2.29085	2.1178	1.53746	1.77406
NODE_181_length_36602_cov_276.857_ID_23910933	36602	200.883	41.432	72.0486	41.9615	59.8934	41.2858	53.2635	24.4326	32.6842	25.4983	34.0941	26.2724	36.432
NODE_182_length_36570_cov_24.1618_ID_23924381	36570	4.00404	0.88531	0.899396	0.824629	0.86416	0.900604	0.847468	0.558347	0.549573	0.228583	0.216927	0.606562	0.669465
NODE_183_length_36566_cov_283.254_ID_32052752	36566	209.751	42.691	83.0367	44.2901	79.5029	43.5537	82.7469	25.5239	33.6791	26.43	38.8716	27.2622	47.2988
NODE_184_length_36457_cov_21.3927_ID_32466292	36457	2.63718	0.618063	0.765761	0.543697	0.619447	0.676536	0.97027	0.240615	0.273689	0.142837	0.154052	0.41543	0.476529
NODE_185_length_36312_cov_32.0694_ID_24006254	36312	4.63456	0.00105083	0.00209977	0.00514352	0.00511913	0.0177258	0.0174061	0.633372	0.591945	2.33895	3.55376	1.63832	1.76594
NODE_186_length_36272_cov_27.8696_ID_23936796	36272	4.57951	0.0499972	0.0505696	0.041609	0.0481229	0.00116273	0.00232355	0.638973	0.736044	2.24221	2.87138	1.60556	1.67961
NODE_187_length_36246_cov_4.34141_ID_30796688	36246	0.755818	0.096936	0.0990094	0.117686	0.113824	0.127937	0.129154	0.0967143	0.0933839	0.0787899	0.0817586	0.237755	0.2358
NODE_188_length_36084_cov_289.173_ID_30857544	36084	203.663	41.951	66.7917	42.0774	60.171	42.5567	63.3113	23.8491	27.7011	26.5864	34.3213	26.6419	38.8745
NODE_189_length_35298_cov_32.7626_ID_23934868	35298	4.52706	0.0257767	0.0251191	0.0254922	0.0257549	0.00859224	0.00850815	0.54114	0.534403	2.17631	2.53641	1.74974	1.94829
NODE_190_length_35279_cov_3.98422_ID_29411954	35279	0.606735	0.140795	0.156155	0.0599789	0.0563688	0.0689174	0.064179	0.103447	0.109909	0.0149449	0.0147262	0.218651	0.225067
NODE_191_length_35127_cov_4.12027_ID_23989360	35127	0.665237	0.131544	0.12526	0.0968351	0.114312	0.127084	0.114913	0.0829688	0.0793844	0.0407696	0.0452236	0.186037	0.184245
NODE_192_length_34834_cov_3.47504_ID_23993947	34834	0.481029	0	0	0.00109561	0.00218921	0.00343098	0.00451635	0.353275	0.400294	0.0904452	0.0896514	0.0327817	0.0404262
NODE_193_length_34819_cov_5.46232_ID_23918118	34819	0.640659	0.415068	0.472188	0.1088	0.115152	0.0268251	0.0326936	0.0524965	0.0497502	0.035363	0.0757594	0.00210563	0.00210103
NODE_194_length_34493_cov_291.526_ID_23922936	34493	211.741	43.218	81.3236	44.6164	61.2174	44.1678	74.0124	25.3038	27.4739	26.9695	36.9002	27.4653	42.8355
NODE_195_length_34438_cov_26.5941_ID_23912459	34438	4.33822	0.893374	1.05505	0.866309	1.05521	1.14714	1.27818	0.63197	0.729626	0.214244	0.218788	0.58519	0.58343
NODE_196_length_34357_cov_31.6138_ID_23945607	34357	4.8422	0.000613909	0.000613182	0.0548718	0.0664261	0.0192066	0.0291849	0.69173	0.726615	2.60327	2.80311	1.47251	1.555
NODE_197_length_34030_cov_29.781_ID_31880042	34030	4.38294	0.0237013	0.0240737	0	0	0.0157615	0.0166316	0.594746	0.648872	2.2964	2.52065	1.45233	1.34968
NODE_198_length_33928_cov_292.456_ID_23911594	33928	205.446	42.0832	76.9685	43.0567	65.7208	42.3438	83.6192	25.0103	34.3244	26.1501	34.7047	26.8024	37.3639
NODE_199_length_33890_cov_32.1842_ID_23955815	33890	4.27745	0.0177534	0.01743	0.0402193	0.0386033	0	0	0.653586	0.709288	2.15937	2.4711	1.40652	1.45098
NODE_200_length_33416_cov_3.97374_ID_23981823	33416	0.817411	0.151296	0.170349	0.126195	0.125684	0.155775	0.158119	0.113329	0.102453	0.0289485	0.0281115	0.241869	0.26682
NODE_201_length_33352_cov_282.757_ID_23921753	33352	201.122	41.4436	58.5641	42.4003	44.6089	42.2041	59.4889	23.5332	25.3168	25.1797	31.0214	26.3609	32.0191
NODE_202_length_33320_cov_3.68384_ID_24104296	33320	0.604281	0	0	0.0182092	0.0178749	0.00910461	0.00902231	0.441393	0.547476	0.133796	0.150256	0.00177872	0.00297864
NODE_203_length_33207_cov_31.3951_ID_32019368	33207	4.61872	0.0272862	0.0447462	0.0624074	0.0603376	0.00913574	0.00905503	0.703663	0.739159	2.20894	2.32333	1.60728	1.81819
NODE_204_length_33207_cov_22.6922_ID_31376567	33207	3.3284	0.51629	0.4845	0.454155	0.493666	0.364492	0.458421	0.486523	0.505146	1.41595	1.55128	0.0909943	0.0985812
NODE_205_length_33173_cov_29.2341_ID_23956034	33173	4.54562	0.00914514	0.00906384	0.010205	0.0100921	0.01826	0.020464	0.722072	0.695684	2.19741	2.2482	1.58853	1.71732
NODE_206_length_33082_cov_30.4488_ID_23953536	33082	4.84577	0.0108102	0.0106983	0.0365602	0.0352279	0.00917041	0.00909301	0.790417	0.868607	2.33994	2.71067	1.65887	1.69389
NODE_207_length_33077_cov_283.275_ID_24004377	33077	203.865	42.0704	60.9351	42.1461	47.542	42.9438	56.764	24.5394	30.0286	25.9239	31.055	26.2415	34.1946
NODE_208_length_32956_cov_4.3588_ID_26319754	32956	0.776565	0.468847	0.463007	0.152929	0.146586	0.00536487	0.00533627	0.0889167	0.0822226	0.048802	0.0476053	0.0117052	0.0115604
NODE_209_length_32791_cov_28.0744_ID_23947860	32791	4.20744	0.00916026	0.00908121	0.0183512	0.0249517	0.0151343	0.0161971	0.684293	0.658165	2.07855	2.25736	1.40195	1.50085
NODE_210_length_32790_cov_3.92766_ID_23986612	32790	0.682813	0.15046	0.166032	0.119577	0.141384	0.106801	0.119498	0.079902	0.0935901	0.0303615	0.034975	0.195711	0.19046
NODE_211_length_32740_cov_4.4793_ID_29662435	32740	0.651734	0.449831	0.513861	0.0868978	0.0916978	0.0341823	0.0441389	0.0670758	0.0880025	0.0101872	0.0100808	0.00355937	0.0117656
NODE_212_length_32729_cov_5.06006_ID_23956282	32729	0.770404	0.456521	0.460554	0.123976	0.138261	0.0115105	0.0126098	0.126646	0.14171	0.0511679	0.0581259	0.000583198	0.000582724
NODE_213_length_32454_cov_21.4704_ID_32184365	32454	3.49285	0.607417	0.758499	0.470716	0.459378	0.260989	0.256327	0.720282	0.780686	1.30699	1.20344	0.126455	0.16671
NODE_214_length_32449_cov_4.71955_ID_23933930	32449	0.717576	0.111923	0.108019	0.15824	0.16217	0.0794452	0.0823191	0.0746772	0.0696161	0.293291	0.319979	0	0
NODE_215_length_32273_cov_31.0483_ID_23999225	32273	4.7927	0.0364848	0.0360995	0.0280173	0.0272361	0.00937023	0.00928392	0.652803	0.859963	2.36024	2.39152	1.70579	2.02712
NODE_216_length_32268_cov_5.65688_ID_28742260	32268	0.906968	0.000747245	0.00149398	0	0	0.00118314	0.00236452	0.758391	0.824998	0.145215	0.138309	0.00143222	0.00143153
NODE_217_length_32218_cov_3.62232_ID_24022544	32218	0.533554	0.00392915	0.00391371	0	0	0.00109143	0.00108957	0.445366	0.407381	0.0807971	0.0754336	0.00236996	0.00236367
NODE_218_length_32190_cov_4.01982_ID_29703927	32190	0.639732	0.0986267	0.0917257	0.192884	0.19834	0.156991	0.178499	0.088171	0.0851669	0.0491573	0.061243	0.0539014	0.0645662
NODE_219_length_31962_cov_5.11082_ID_32566227	31962	0.780775	0.462624	0.395177	0.157582	0.15012	0.00669559	0.00665187	0.136678	0.143087	0.00301773	0.00420268	0.014177	0.0176269
NODE_220_length_31956_cov_27.4853_ID_23945034	31956	4.30956	0.0189272	0.0185765	0.0188958	0.018547	0.0106584	0.0117449	0.532824	0.591648	2.18522	2.4345	1.54304	1.55516
NODE_221_length_31879_cov_32.9992_ID_23948218	31879	4.5702	0.0379779	0.0432201	0.0284913	0.0276787	0.00475905	0.00473437	0.691544	0.638378	2.33676	2.2286	1.47067	1.31232
NODE_222_length_31881_cov_3.56335_ID_23949126	31881	0.502694	0	0	0.0344773	0.0344707	0.00948599	0.00939683	0.366109	0.362107	0.0773376	0.0781353	0.0152847	0.027097
NODE_223_length_31826_cov_4.13891_ID_24040537	31826	0.781191	0.171865	0.179273	0.110083	0.108806	0.173191	0.200522	0.144999	0.13273	0.0440081	0.0432794	0.137044	0.128949
NODE_224_length_31783_cov_27.4445_ID_23917263	31783	4.4881	0.00951538	0.00942591	0.0392628	0.0401847	0.0189043	0.0279116	0.723137	0.9223	2.26972	2.07823	1.42756	1.44371
NODE_225_length_31735_cov_24.7616_ID_23912621	31735	4.13256	0.985594	1.0223	0.973595	0.950502	0.780307	0.819848	0.544531	0.458401	0.200348	0.187532	0.648187	0.744232
NODE_226_length_31652_cov_29.3742_ID_23926324	31652	4.44781	0.0108882	0.0121043	0.0286966	0.0278594	0	0	0.523268	0.582877	2.38982	2.61881	1.49514	1.69011
NODE_227_length_31588_cov_5.24492_ID_23935381	31588	1.0083	0.19152	0.248134	0.134264	0.160042	0.116261	0.115954	0.141676	0.166872	0.365958	0.464585	0.0586233	0.0651633
NODE_228_length_31539_cov_4.13007_ID_23963618	31539	0.612221	0.0336105	0.0325014	0.134824	0.140179	0.0913059	0.0974137	0.120488	0.115673	0.0881519	0.0816101	0.14384	0.175577
NODE_229_length_31369_cov_3.87973_ID_24028934	31369	0.687914	0.145488	0.133484	0.0971844	0.114069	0.13684	0.154777	0.10721	0.125304	0.0344342	0.0415906	0.166757	0.143909
NODE_230_length_31345_cov_4.14426_ID_23967210	31345	0.626511	0.328097	0.374186	0.145921	0.156679	0.00211572	0.00211151	0.0966501	0.0983998	0.0423465	0.0535363	0.01138	0.0112496
NODE_231_length_31196_cov_290.174_ID_23914825	31196	208.7	43.4056	63.4636	43.2805	61.0839	43.1289	57.448	25.3152	30.3434	25.7411	32.723	27.8289	34.7601
NODE_232_length_31149_cov_3.84151_ID_23942696	31149	0.760767	0.175006	0.171367	0.131069	0.137331	0.160328	0.208297	0.106068	0.107386	0.00970999	0.009615	0.178586	0.193012
NODE_233_length_31148_cov_28.6069_ID_23916821	31148	4.45522	0.0291632	0.0283159	0.0730047	0.0687306	0	0	0.631137	0.632061	2.12446	1.94586	1.59746	1.59909
NODE_234_length_31058_cov_29.1241_ID_23924785	31058	4.60078	0.00977093	0.00967407	0.0408632	0.0545359	0	0	0.621813	0.701359	2.43151	2.48555	1.49683	1.76862
NODE_235_length_31016_cov_3.84183_ID_23988999	31016	0.761064	0.137854	0.143312	0.126191	0.135408	0.134485	0.13091	0.114139	0.101079	0.0285751	0.0358797	0.219821	0.217017
NODE_236_length_30995_cov_31.1557_ID_23951465	30995	4.60947	0.0104717	0.0103647	0.0305398	0.0531151	0.0335224	0.032401	0.86912	0.92352	2.22195	2.71516	1.44386	1.57066
NODE_237_length_30946_cov_4.17073_ID_29860030	30946	0.69587	0.381348	0.346655	0.137128	0.118327	0.0104234	0.0111593	0.10667	0.120557	0.0437394	0.0418206	0.0165606	0.0182903
NODE_238_length_30931_cov_23.2998_ID_24328054	30931	3.81385	0.997369	1.13676	0.721744	0.656128	0.912901	0.87188	0.531952	0.578196	0.156298	0.153116	0.493584	0.451093
NODE_239_length_30901_cov_4.62877_ID_27641177	30901	0.564339	0.360801	0.454809	0.129297	0.13765	0.00634126	0.00630224	0.0584371	0.0612716	0.00383727	0.00382311	0.00562583	0.00682931
NODE_240_length_30761_cov_4.76431_ID_25899838	30761	0.73748	0.134069	0.141598	0.106759	0.109232	0.0554376	0.0644434	0.0842508	0.0771443	0.316063	0.346893	0.0409003	0.0392214
NODE_241_length_30760_cov_5.04905_ID_23973381	30760	0.816923	0.534009	0.53996	0.125351	0.132497	0	0	0.108527	0.114293	0.0354786	0.0342273	0.0135577	0.0147459
NODE_242_length_30739_cov_3.51561_ID_23967623	30739	0.50492	0.00264801	0.00264116	0.00235379	0.00234857	0.00241917	0.00378787	0.402825	0.423849	0.0892478	0.100175	0.00542679	0.00539807
NODE_243_length_30578_cov_277.989_ID_32251857	30578	211.756	44.0572	61.2582	43.8215	58.2886	43.4801	66.6823	25.3769	32.7465	27.4418	31.72	27.5785	40.1865
NODE_244_length_30473_cov_346.178_ID_32047451	30473	197.154	40.9144	95.9985	40.5591	78.7844	40.9903	83.063	23.9352	34.4081	25.6999	42.3582	25.0553	43.0608
NODE_245_length_30448_cov_3.18208_ID_25958820	30448	0.52723	0	0	0	0	0	0	0.42379	0.453385	0.100337	0.092753	0.00310252	0.00441465
NODE_246_length_30374_cov_4.74768_ID_28522987	30374	0.664505	0.455234	0.446523	0.10581	0.0987419	0.0156829	0.0181498	0.0838737	0.0903618	0.00390418	0.00646989	0	0
NODE_247_length_30349_cov_28.58_ID_23919941	30349	4.47667	1.18103	1.31043	0.905825	0.970186	1.25024	1.16533	0.00420544	0.00418655	0.397099	0.369326	0.73827	0.867266
NODE_248_length_30324_cov_311.762_ID_23916136	30324	210.964	42.7555	152.685	44.4481	176.87	43.6894	144.203	26.2549	54.2991	26.4279	71.9296	27.388	72.9225
NODE_249_length_30278_cov_3.70129_ID_24013891	30278	0.662706	0.176348	0.168143	0.106479	0.108003	0.0850704	0.0778545	0.0611391	0.0574193	0.0512812	0.0718454	0.182388	0.201005
NODE_250_length_30263_cov_295.2_ID_23920856	30263	204.186	41.5438	72.0706	41.5478	68.0709	42.8124	73.0032	24.4742	32.1441	25.8885	35.5604	27.919	43.6096
NODE_251_length_30238_cov_4.84995_ID_35712820	30238	0.702805	0.377227	0.448026	0.153716	0.164957	0.00817602	0.00936669	0.115062	0.104588	0.0333688	0.0322508	0.0152553	0.0162912
NODE_252_length_30187_cov_3.80068_ID_23940580	30187	0.62696	0.106702	0.0997551	0.0913207	0.125644	0.0953158	0.09654	0.122116	0.115053	0.0549988	0.0519993	0.156507	0.179971
NODE_253_length_30177_cov_29.6195_ID_24085391	30177	4.13811	0	0	0.0400972	0.0396833	0	0	0.638992	0.574554	2.06344	2.04095	1.39558	1.3905
NODE_254_length_30094_cov_3.67362_ID_23962597	30094	0.685747	0.0113545	0.0124934	0.0201376	0.0197386	0.0100855	0.00998154	0.465803	0.391733	0.161034	0.181292	0.0173324	0.0183041
NODE_255_length_30078_cov_27.8291_ID_23936319	30078	4.88766	0.0302058	0.0292971	0.0692662	0.073295	0	0	0.616881	0.725013	2.42876	2.85263	1.74255	1.5818
NODE_256_length_29744_cov_4.22197_ID_23947620	29744	0.615294	0.0917416	0.103705	0.136751	0.155666	0.0968777	0.0977975	0.0976549	0.120346	0.020342	0.0199335	0.171927	0.180025
NODE_257_length_29685_cov_2253.95_ID_23936147	29685	261.818	49.5117	236.611	58.177	378.848	56.7698	302.061	31.1458	101.899	30.5649	129.512	35.6486	160.636
NODE_258_length_29661_cov_26.7272_ID_23938343	29661	4.40382	0.0407983	0.0396753	0.0102335	0.0101244	0	0	0.695876	0.660026	2.17421	2.32092	1.4827	1.4813
NODE_259_length_29656_cov_28.1936_ID_23950873	29656	4.20989	0.0204365	0.0200284	0.0217583	0.0248214	0.0102013	0.0100904	0.57351	0.537582	2.13313	2.23554	1.45086	1.40094
NODE_260_length_29447_cov_25.3868_ID_30945133	29447	4.05758	0.870123	0.927143	0.824658	0.979353	0.881353	0.930774	0.582039	0.59531	0.23313	0.280961	0.66628	0.635045
NODE_261_length_29335_cov_26.4793_ID_23929535	29335	3.72548	1.00651	1.1229	0.828165	0.846033	0.994141	0.988798	0.0169265	0.0397364	0.303512	0.308912	0.576221	0.633086
NODE_262_length_29318_cov_4.13454_ID_23984521	29318	0.826694	0.0910587	0.125359	0.15109	0.161584	0.166861	0.183248	0.15733	0.266118	0.0442608	0.189452	0.216093	0.243322
NODE_263_length_29229_cov_11.0548_ID_29656341	29229	1.59538	0.0207366	0.0203055	0.0576361	0.072392	0.0374153	0.0359864	0.69012	0.938108	0.418962	0.436405	0.370508	0.449133
NODE_264_length_29082_cov_4.5356_ID_27714434	29082	0.765208	0.456104	0.688215	0.125847	0.115422	0.00255772	0.00255233	0.121907	0.124347	0.055233	0.0521845	0.00356007	0.0035478
NODE_265_length_29023_cov_4.55775_ID_29369948	29023	0.759291	0.47186	0.390352	0.101825	0.114186	0.00689225	0.00684329	0.112493	0.118775	0.0535795	0.0652804	0.0126416	0.0124786
NODE_266_length_28919_cov_3.78568_ID_23991570	28919	0.730126	0.19382	0.226349	0.166116	0.199795	0.0922868	0.0932459	0.122006	0.121238	0.054955	0.0532476	0.100942	0.107194
NODE_267_length_28919_cov_4.03814_ID_23999663	28919	0.805137	0.123049	0.150873	0.163961	0.179323	0.162258	0.164805	0.138517	0.160624	0.0236018	0.0320802	0.19375	0.198314
NODE_268_length_28879_cov_4.46711_ID_26424778	28879	0.703818	0.368513	0.364252	0.152529	0.133158	0.00379408	0.00517246	0.150162	0.138943	0.0248181	0.0268435	0.00400292	0.00398639
NODE_269_length_28827_cov_34.1187_ID_24487966	28827	4.39342	0.0209576	0.0228147	0.0320815	0.0310597	0.0315235	0.0515806	0.675768	0.694081	2.01158	2.1577	1.62151	1.48589
NODE_270_length_28773_cov_277.037_ID_32103045	28773	201.342	41.4206	63.4463	42.1745	59.9437	40.6312	50.0026	24.7643	33.4908	26.184	32.8311	26.1677	37.147
